Send message {SastRulesMetada, MessagePack, 217 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {NodeScanStatus, MessagePack, 90 bytes}
Send message {NodeScanStatus, MessagePack, 91 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {IssueDetected, MessagePack, 272 bytes}
Send message {NodeScanStatus, MessagePack, 94 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 91 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {NodeScanStatus, MessagePack, 94 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 269 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {NodeScanStatus, MessagePack, 74 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {NodeScanStatus, MessagePack, 74 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 266 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {IssueDetected, MessagePack, 260 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {IssueDetected, MessagePack, 262 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {IssueDetected, MessagePack, 264 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 271 bytes}
Send message {NodeScanStatus, MessagePack, 89 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 84 bytes}
Send message {IssueDetected, MessagePack, 270 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {IssueDetected, MessagePack, 265 bytes}
Send message {NodeScanStatus, MessagePack, 89 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 264 bytes}
Send message {NodeScanStatus, MessagePack, 79 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {IssueDetected, MessagePack, 265 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {IssueDetected, MessagePack, 265 bytes}
Send message {NodeScanStatus, MessagePack, 79 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 267 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {IssueDetected, MessagePack, 262 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {IssueDetected, MessagePack, 260 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {IssueDetected, MessagePack, 260 bytes}
Send message {IssueDetected, MessagePack, 286 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 260 bytes}
Send message {IssueDetected, MessagePack, 273 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {IssueDetected, MessagePack, 268 bytes}
Send message {IssueDetected, MessagePack, 276 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {IssueDetected, MessagePack, 268 bytes}
Send message {IssueDetected, MessagePack, 269 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 266 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 72 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {IssueDetected, MessagePack, 260 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {IssueDetected, MessagePack, 271 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 76 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 72 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {NodeScanStatus, MessagePack, 76 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 88 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 270 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 92 bytes}
Send message {NodeScanStatus, MessagePack, 88 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {IssueDetected, MessagePack, 273 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {IssueDetected, MessagePack, 262 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 92 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {IssueDetected, MessagePack, 272 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {NodeScanStatus, MessagePack, 80 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 270 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {NodeScanStatus, MessagePack, 87 bytes}
Send message {IssueDetected, MessagePack, 268 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {IssueDetected, MessagePack, 271 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {IssueDetected, MessagePack, 262 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 81 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 82 bytes}
Send message {NodeScanStatus, MessagePack, 86 bytes}
Send message {NodeScanStatus, MessagePack, 77 bytes}
Send message {NodeScanStatus, MessagePack, 76 bytes}
Send message {NodeScanStatus, MessagePack, 91 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 76 bytes}
Send message {NodeScanStatus, MessagePack, 91 bytes}
Send message {NodeScanStatus, MessagePack, 85 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {NodeScanStatus, MessagePack, 83 bytes}
Send message {Progress, MessagePack, 4 bytes}
Send message {ScanDone, ByteArray, 0 bytes}
Elapsed time of the 'Scan' stage: 00:01:29.7833206
Send message {Progress, MessagePack, 4 bytes}
Send message {FinalizeDone, ByteArray, 0 bytes}
Elapsed time of the 'Finalize' stage: 00:00:00.0149285
